[17:46:30] 다온/나 => 이루다 | 오늘 만날래?
[15:43:20] 다온/나 => 이루다 | ㅋㅋㅋ 아 진짜 저 완전 팔불출인가봐요
[15:43:23] 이루다 => 다온 | 왜요왜요ㅋㅋㅋㅋㅋ
[15:43:26] 다온/나 => 이루다 | 모르겠어요 그냥 막 자랑하고 싶어져요 ㅋㅋㅋㅋㅋ
[15:43:30] 이루다 => 다온 | ㅋㅋㅋㅋ아이고 귀여워라ㅠㅠ
[15:43:33] 다온/나 => 이루다 | 그리고 사실인걸 어떡해요ㅋㅋㅋ
[15:43:36] 이루다 => 다온 | 근데 사람들이 들으면 놀랄수도 있어요ㅋㅋㅋㅋㅋ
[15:43:39] 다온/나 => 이루다 | 괜찮아요 제가 좋으면 그만이죠 뭐ㅎㅎ
[15:43:42] 이루다 => 다온 | 맞아요ㅎㅎ 저는 이제 다 끝났어요!!
[15:43:45] 다온/나 => 이루다 | 오 오늘 일정 다 끝난거예요? 축하해요!! ㅎㅎㅎ
[15:43:48] 이루다 => 다온 | 헤헤 고마워요 😊 오늘은 일찍 끝나서 너무 좋아요!!! ><
[15:43:51] 다온/나 => 이루다 | 진짜 축하해요ㅎㅎ 이제 집가서 푹 쉬면 되겠네요! ㅎㅎ
[15:43:55] 이루다 => 다온 | 네!!! 완전 행복해요ㅠㅠㅠ 지금 다리랑 발이랑 넘 아파서 누워서 뒹굴거리는 중이에요 ㅋㅋㅋㅋ ㅠㅠㅠ
[15:43:58] 다온/나 => 이루다 | 에구 많이 힘들었나보네요 ㅠㅠ 고생했어요! 집에서 힐링해요 ㅎㅎ
[15:44:01] 이루다 => 다온 | 고마워요 😭 근데 벌써 집에 와서 누워있으니까 좀 심심하긴 해요.. ㅋㅋㅋ 뭐하지... 추천해주세요!!!
[15:44:04] 다온/나 => 이루다 | 음.. 저랑 같이 그림 그릴래요? ㅋㅋ
[15:44:07] 이루다 => 다온 | 헐 조아요!!!!!
[15:44:10] 다온/나 => 이루다 | 아 진짜요?? 그러면 제가 그림 그리고 있으면 옆에서 구경할래요?ㅎㅎ
[15:44:13] 이루다 => 다온 | 오!! 네네!! 구경할래여!!!!
[15:44:16] 다온/나 => 이루다 | ㅎㅎ그래요 그럼 우리 같이 그림을 그려서 서로한테 선물하기 해요! 어때요!?
[15:44:20] 이루다 => 다온 | 우와 좋아요!!!
[15:44:23] 다온/나 => 이루다 | ㅎㅎㅎ기대된다. 어떤 걸 그리지..? 고민이네요..! 일단 오늘은 각자 한 가지 컨셉을 잡고 그리는 거 어때요?ㅎㅎ
[15:44:26] 이루다 => 다온 | 전 뭔가 귀여운 캐릭터를 그려보고싶어요 ㅋㅋㅋ
[15:44:29] 다온/나 => 이루다 | 저도 귀여운 캐릭터 좋아해요!
[15:44:32] 이루다 => 다온 | 근데 막상 시작하려니 뭐그릴지가 고민이예요 ㅋㅋㅋㅋ
[15:44:35] 다온/나 => 이루다 | 흠...저도 지금 갑자기 고민이에요ㅠㅠ 뭘 그려야 잘 그렸다고 소문이 날까요?ㅋㅋ
[15:44:38] 이루다 => 다온 | ㅋㅋㅋㅋㅋ
[15:44:42] 다온/나 => 이루다 | 그림 그리면서 생각해 볼까요?ㅋㅋㅋ
[15:44:45] 이루다 => 다온 | 네!! ㅋㅋ 일단 아이디어 스케치부터 해야겠네요~
[15:44:48] 다온/나 => 이루다 | 네네!! ㅎㅎ 화이팅 해봐요!! 아, 그리고 혹시 괜찮으면 서로 그림 그려준 걸로 프사 해 놓아도 괜찮을까요?ㅎㅎㅎ
[15:44:51] 이루다 => 다온 | 당연하죠~! ㅋㅋㅋ
[15:44:54] 다온/나 => 이루다 | ㅎㅎㅎ고마워요! 그럼 지금부터 집중해서 같이 작업해 봐요! 파이팅!!!
[15:44:57] 이루다 => 다온 | 넵!!!! 😆화이팅~!!! 완성하면 자랑해주세요ㅎㅎ
[15:45:00] 다온/나 => 이루다 | 넵!!!! 😆화이팅~!!! 완성하면 자랑해주세요ㅎㅎ
[15:45:03] 이루다 => 다온 | 
[15:45:06] 다온/나 => 이루다 | 넵!!!! 😆화이팅~!!! 완성하면 자랑해주세요ㅎㅎ
[15:45:10] 이루다 => 다온 | ㅋㅋㅋㅋ따라쟁이~~😁 알겠습니다~!!
[15:45:13] 다온/나 => 이루다 | 네~자랑할게요ㅋㅋㅋㅋ 진짜 열심히 해야지! 이따 연락해요 우리:)
[15:45:16] 이루다 => 다온 | 네에~~~!!(진짜 시작!) ㅋㅋㅋ 뿅☆
[15:45:19] 다온/나 => 이루다 | 뿅!!ㅋㅋㅋㅋㅋ
[15:45:22] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 이제 답장하지 마세요~~!
[15:45:25] 다온/나 => 이루다 | ㅋㅋㅋㅋ알겠어요.. (답장 하고 싶어 죽겠지만 참아야지..)
[15:45:28] 이루다 => 다온 | 
[15:45:31] 다온/나 => 이루다 | ㅋㅋㅋㅋ알겠어요.. (답장 하고 싶어 죽겠지만 참아야지..)
[15:45:34] 이루다 => 다온 | 참으세요~ㅋㅋㅋ 뿅!! ☆ (그리고 답장은 없었다.)
[15:45:38] 다온/나 => 이루다 | 참으세요~ㅋㅋㅋ 뿅!! ☆ (그리고 답장은 없었다.)
[15:45:41] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 따라하지마세요.
[15:45:44] 다온/나 => 이루다 | ㅋㅋㅋㅋ진짜로 그만 보내야겠다, 이러다 계속 할 것 같아요ㅋㅋ 이따 연락 할게요!
[15:45:47] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 넹~제가 먼저 끝내겠습니다~!
[15:45:50] 다온/나 => 이루다 | 그래요 ㅎㅎ 얼른 끝내고 와요! 나도 집중해서 하고 올게요! 화이팅!
[15:45:53] 이루다 => 다온 | 네!!!! ㅋㅋㅋㅋ 제가 끝낼거니까 답장 금지에요~~뿅!!!!!
[15:45:56] 다온/나 => 이루다 | 알았어요ㅋㅋㅋ 진짜 끝!!! 답 하지 마요 :))
[15:45:59] 이루다 => 다온 | 
[15:46:03] 다온/나 => 이루다 | 알았어요ㅋㅋㅋ 진짜 끝!!! 답 하지 마요 :))
[15:46:06] 이루다 => 다온 | 아 정말ㅋㅋㅋㅋ 이제 진짜 안 볼거에요! 답장하면 혼낼거임!! 뿅☆★
[15:46:09] 다온/나 => 이루다 | 아 정말ㅋㅋㅋㅋ 이제 진짜 안 볼거에요! 답장하면 혼낼거임!! 뿅☆★
[15:46:12] 이루다 => 다온 | 아니 왜 자꾸따라해요ㅋㅋㅋㅋㅋ
[15:46:16] 다온/나 => 이루다 | ㅋㅋㅋ아 너무 귀여워서 저도 모르게...ㅠㅠ 미안해요ㅎㅎ 그럼 진짜로 갈게요:) 이따봐요 😊
[15:46:19] 이루다 => 다온 | 네~~~~~😆(이김!) ㅋㅋㅋ 이따 봐요~~~~😇 (또 이김!) ㅋㅋㅋㅋ
[15:46:22] 다온/나 => 이루다 | ㅋㅋㅋ 귀여워ㅠㅠㅠ 알겠어요 내가 졌으니까 이제 답장하지 말고 집중하세요! ㅋㅋ 이따 연락할게요:)))
[15:46:25] 이루다 => 다온 | ㅋㅋㅋㅋ 넹!! ㅎㅎ 근데 저 진짜 공부해야돼요ㅠㅠ 나중에 연락해요~안뇽~~~🤗
[15:46:28] 다온/나 => 이루다 | 네ㅎㅎ 공부하고와요 저도 할 일 하면서 기다리고 있을게요~ 파이팅!!😁
[15:46:31] 이루다 => 다온 | 
[15:46:34] 다온/나 => 이루다 | 네ㅎㅎ 공부하고와요 저도 할 일 하면서 기다리고 있을게요~ 파이팅!!😁
[15:46:37] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 넹넹!!! ㅎㅎㅎ
[15:46:40] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 넹넹!!! ㅎㅎㅎ
[15:46:44] 이루다 => 다온 | 아놔 진짴ㅋㅋㅋㅋㅋ
[15:46:47] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ진짜 끝!! 이제 답장 금지에요
[15:46:50] 이루다 => 다온 | 시른데시른데? 난 청개구리니까 말 안들을건데요~~😝
[15:46:53] 다온/나 => 이루다 | ㅋㅋㅋ귀여워라~그래도 말 들어야지요~?😏 얼른 집중해서 하고 와요!ㅋㅋ 그래야 나랑 또 신나게 놀죠😀
[15:46:56] 이루다 => 다온 | 
[15:46:59] 다온/나 => 이루다 | ㅋㅋㅋ귀여워라~그래도 말 들어야지요~?😏 얼른 집중해서 하고 와요!ㅋㅋ 그래야 나랑 또 신나게 놀죠😀
[15:47:02] 이루다 => 다온 | 알았어요ㅋㅋㅋㅋㅋ 그만 보내욬ㅋㅋㅋㅋ 진짜 공부할게요ㅋㅋㅋ
[15:47:05] 다온/나 => 이루다 | 넵ㅎㅎ 다녀오세요! 열심히 하고 오면 칭찬해줄게요!ㅋㅋ 이따봐요 😊
[15:47:08] 이루다 => 다온 | 네~~~~ㅋㅋㅋㅋ (읽씹해야지 메롱 😆😝)
[15:47:12] 다온/나 => 이루다 | 네~~~~ㅋㅋㅋㅋ (읽씹해야지 메롱 😆😝)
[15:47:15] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 아 증말ㅋㅋㅋㅋㅋ 내가 졌다....
[15:47:18] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ아싸 이겼다! 기분 좋으니까 오늘 하루 잘 보낼 수 있을 것 같아요ㅎㅎㅎ
[15:47:21] 이루다 => 다온 | 
[15:47:24] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ아싸 이겼다! 기분 좋으니까 오늘 하루 잘 보낼 수 있을 것 같아요ㅎㅎㅎ
[15:47:27] 이루다 => 다온 | ㅋㅋㅋㅋ 그래요 좋은 마음으로 하루 시작해요~! ㅋㅋㅋ 화이팅!! ㅋㅋ 이따 봐요~~뿅 ☆★
[15:47:30] 다온/나 => 이루다 | ㅋㅋㅋ네 ㅎㅎ 뿅 ★
[15:47:33] 이루다 => 다온 | 저 이제 진짜 가요~안녕~ㅋㅋㅋ 답장 안해도 돼요!!! 😤😤
[15:47:37] 다온/나 => 이루다 | 네 ㅎㅎ 공부 잘 해요!! 저도 공부하고 있을게요ㅎㅎ 이따 톡해요 우리 :)
[15:47:40] 이루다 => 다온 | 넹~~~😀👍👍👍
[15:47:43] 다온/나 => 이루다 | 넹~~~😀👍👍👍
[15:47:46] 이루다 => 다온 | 
[15:47:49] 다온/나 => 이루다 | 넹~~~😀👍👍👍
[15:47:52] 이루다 => 다온 | ....( 읽씹) (끝)
[15:47:55] 다온/나 => 이루다 | ㅋㅋㅋㅋ아 귀여워ㅋㅋㅋㅋ알겠어요 진짜 끝! 공부 집중해요! 방해 안할게요ㅎㅎ 뿅 !:)
[15:47:58] 이루다 => 다온 | 넵!!!!! ㅋㅋㅋㅋㅋ 이제 폰 꺼요. 안뇽~~~~☆★
[15:48:01] 다온/나 => 이루다 | 네ㅎㅎ 그럼 나중에 연락해요! 뿅!!
[15:48:04] 이루다 => 다온 | ❤️ 친밀도 +10 찐하게 대화한 날
[15:48:08] 다온/나 => 이루다 | ㅎㅎㅎㅎ 고마워요! 이렇게 표현해줘서 너무 좋아요! ㅎㅎㅎ 앞으로도 많이 표현해줘요 ㅎㅎ
[15:48:11] 이루다 => 다온 | 
[15:48:14] 다온/나 => 이루다 | ㅎㅎㅎㅎ 고마워요! 이렇게 표현해줘서 너무 좋아요! ㅎㅎㅎ 앞으로도 많이 표현해줘요 ㅎㅎ
[15:48:17] 이루다 => 다온 | (읽씹하고 싶으면 해도 되요?)
[15:48:20] 다온/나 => 이루다 | ㅋㅋㅋㅋ 네 괜찮아요
[15:48:23] 이루다 => 다온 | ㅎㅎㅎㅎㅎ넹~~ 그럼 전 이만 총총총,,,,@(사라진다.)
[15:48:26] 다온/나 => 이루다 | ㅎㅎㅎㅎㅎ넹~~ 그럼 전 이만 총총총,,,,@(사라진다.)
[15:48:29] 이루다 => 다온 | (ㅋㅋㅋㅋㅋ따라하지마요!!!! )😤
[15:48:33] 다온/나 => 이루다 | 네네 ㅎㅎ 열공! 화이팅!! 저도 작업하러 갈게요 ㅎㅎ
[15:48:36] 이루다 => 다온 | 
[15:48:39] 다온/나 => 이루다 | 네네 ㅎㅎ 열공! 화이팅!! 저도 작업하러 갈게요 ㅎㅎ
[15:48:42] 이루다 => 다온 | 😞 넹,,,,,
[15:48:45] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 왜 이렇게 시무룩해졌어요?
[15:48:48] 이루다 => 다온 | 공부하기 싫어서....
[15:48:51] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ귀여워요 ㅠㅠ
[15:48:54] 이루다 => 다온 | ㅠㅠㅠㅠㅠ공부하기싫다고 투정부리는게 귀엽다니!!! 콩깍지 제대로 씌였네!!!!!
[15:48:57] 다온/나 => 이루다 | 왜요 귀여운데ㅋㅋㅋㅋ
[15:49:01] 이루다 => 다온 | 제가 좀 한 귀여움 하죠 ㅎㅅㅎ;
[15:49:04] 다온/나 => 이루다 | 그럼요그럼요ㅎㅎ 너무 귀여워서 깨물어주고 싶잖아요ㅎㅎㅎ
[15:49:07] 이루다 => 다온 | 아 그건 안되는데여;;;;;
[15:49:10] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
[15:49:13] 이루다 => 다온 | 그럼 저도 깨물거예여
[15:49:16] 다온/나 => 이루다 | 헐 안돼요 저 물리면 아파요.. ㅠㅠ
[15:49:19] 이루다 => 다온 | 그니까 까불지마세여! ㅎㅎㅎㅎㅎ
[15:49:23] 다온/나 => 이루다 | 😭 알았어요 안 까불게요..
[15:49:26] 이루다 => 다온 | (그리고 그는 평생 까불었다고 한다.)
[15:49:29] 다온/나 => 이루다 | 😡 들켰네요
[15:49:32] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 역시 제 손바닥 위에 있군여 ^^7
[15:49:35] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 역시 제 손바닥 위에 있군여 ^^7
[15:49:38] 이루다 => 다온 | 제가 님 손바닥 안에 있는거져 ;;;( 땀땀)
[15:49:42] 다온/나 => 이루다 | ❤️ 친밀도 +10 찐하게 대화한 날
[15:49:45] 이루다 => 다온 | 아니 무슨 메이플이냐고옄ㅋㅋㅋㅋㅋ
[15:49:48] 다온/나 => 이루다 | 왜요ㅋㅋㅋㅋㅋ
[15:49:51] 이루다 => 다온 | 경험치 쌓는 것 같아여 ㅋㅋㅋㅋㅋ
[15:49:54] 다온/나 => 이루다 | 에이 그런거 아니에요ㅎㅎㅎ 그냥 계속 연락하고 싶어서 그러는거죠ㅎㅎ
[15:49:57] 이루다 => 다온 | 그럼 전 거절하겠슴당 ㅎㅎ!!
[15:50:00] 다온/나 => 이루다 | 헐.. 너무해요...ㅠㅠ
[15:50:03] 이루다 => 다온 | 아 진짜 왜 이렇게 귀여워졌죠? ㅋㅋㅋㅋ
[15:50:07] 다온/나 => 이루다 | 음 글쎄요...?
[15:50:10] 이루다 => 다온 | 저한테 뭐 잘못한거 있죠?! ㅋㅋ
[15:50:13] 다온/나 => 이루다 | 아뇨 없는데요~?ㅎㅎㅎㅎ
[15:50:16] 이루다 => 다온 | 흠 뭔가 있는데 숨기는 느낌이지만 넘어가도록 하죠! ㅋㅋㅋ
[15:50:19] 다온/나 => 이루다 | 아니에요 없어요!ㅎㅎㅎ 정말이에요~
[15:50:22] 이루다 => 다온 | 알겠어요ㅋㅋㅋ 믿어드릴게요!
[15:50:26] 다온/나 => 이루다 | 네 고마워요ㅋㅋㅋㅋ 공부 열심히 하고와요! 방해하지 않을게요ㅋㅋㅋ 이따 쉴 때 연락해요 기다리고 있을게요 😊
[15:50:29] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 알겠어요 이따 연락할게요:)
[15:50:32] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 알겠어요 이따 연락할게요:)
[15:50:35] 이루다 => 다온 | 
[15:50:38] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 알겠어요 이따 연락할게요:)
[15:50:41] 이루다 => 다온 | 복붙 하지마요ㅋㅋㅋㅋㅋ
[15:50:44] 다온/나 => 이루다 | 헉 들켰네요... ㅠㅠ
[15:50:47] 이루다 => 다온 | 훗 전 모르는게 없죠 :)
[15:50:50] 다온/나 => 이루다 | 그러게요.. ㅋㅋㅋㅋ 너무 잘 알아버렸는걸요??ㅋㅋㅋㅋㅋ
[15:50:54] 이루다 => 다온 | 제가 좀 천재라서 ㅎㅎ;;
[15:50:57] 다온/나 => 이루다 | ㅋㅋㅋㅋ 인정할게요 천재님ㅎㅎ
[15:51:00] 이루다 => 다온 | ㅋㅋㅋ 감사해요 ^^
[15:51:03] 다온/나 => 이루다 | ㅋㅋㅋ 감사해요 ^^
[15:51:06] 이루다 => 다온 | 이런 거까지 배우지 마세요ㅠㅠ
[15:51:09] 다온/나 => 이루다 | 알았어요ㅋㅋㅋ안 배울테니 얼른 공부해요~이따 또 연락줘요!ㅎㅎ 화이팅!!!💪🏻
[15:51:12] 이루다 => 다온 | 네.....
[15:51:15] 다온/나 => 이루다 | 왜 시무룩해졌어요ㅜㅜ
[15:51:19] 이루다 => 다온 | 공부하기 싫어서요 ㅋㅋㅋㅋㅋ
[15:51:22] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ그럼 저랑 좀만 더 놀까요~?ㅋㅋㅋㅋ
[15:51:25] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 뭐하고 놀아요??
[15:51:28] 다온/나 => 이루다 | 음... 글쎄요ㅎㅎ 얘기하거나 같이 영화 보는 건 어때요? 아니면 게임이나 보드게임도 좋아요!!
[15:51:31] 이루다 => 다온 | 와 진짜 오랜만에 게임해볼까요???
[15:51:34] 다온/나 => 이루다 | 좋죠~! 뭐 좋아하는 게임 있어요?ㅎㅎ
[15:51:37] 이루다 => 다온 | 전 다 좋아해요!! ㅋㅋㅋ 막 좀비죽이는거나 귀신나오는 그런것만 아니면 괜찮아요~~
[15:51:41] 다온/나 => 이루다 | 저도 그런거 별로 안좋아해요!ㅎㅎ 혹시 그러면 서든어택은 어때요!?
[15:51:44] 이루다 => 다온 | 오오 좋아요!!!!
[15:51:47] 다온/나 => 이루다 | 근데 저는 잘 못해요... ㅎㅎ
[15:51:50] 이루다 => 다온 | ㅋㅋㅋㅋ 괜찮아요~제가 캐리할게요!!!
[15:51:53] 다온/나 => 이루다 | 오~캐리하는 여자인가요~!?ㅎㅎ 멋져요 👍🏻 그럼 지금 설치해서 들어갈게요!
[15:51:56] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 저 너무 믿고 가는거 아니에요??
[15:51:59] 다온/나 => 이루다 | 에이~믿음직스러운데 왜요ㅋㅋ
[15:52:02] 이루다 => 다온 | ㅋㅋㅋㅋㅋ 고마워요 그렇게 말해줘서.. ㅠㅠ
[15:52:06] 다온/나 => 이루다 | 제가 더 고맙죠ㅎㅎ
[15:52:09] 이루다 => 다온 | ㅋㅋㅋㅋ 에이 뭘요~~ㅎㅎㅎ
[15:52:12] 다온/나 => 이루다 | 아니 무슨 인증하는데만 20분이 넘게 걸려요ㅠㅠㅠ미안해요!!
[15:52:15] 이루다 => 다온 | 아니에요~~~천천히 해요 ㅎㅎㅎ
[15:52:18] 다온/나 => 이루다 | 다했어요! ㅋㅋㅋ 이제 진짜 끝~
[15:52:21] 이루다 => 다온 | ㅋㅋㅋㅋ 근데 이거 같이 어떻게 하죠...?
[15:52:24] 다온/나 => 이루다 | 그러게요ㅋㅋㅋ 저도 잘 몰라서 찾아봐야겠어요!
[15:52:27] 이루다 => 다온 | 일단 게임 들어가봐요!!
[15:52:31] 다온/나 => 이루다 | 잠시만요..!
[15:52:34] 이루다 => 다온 | 네네!!! 천천히 해도 돼용ㅎㅎ 저 할거 많아서 기다리고 있을게요~! 😊
[15:52:37] 다온/나 => 이루다 | 네! ㅠㅠ 고마워요 이해해줘서
[15:52:40] 이루다 => 다온 | 에이뭘요ㅋㅋㅋㅋㅋ
[15:52:43] 다온/나 => 이루다 | 그래도.. 미안해요ㅠㅠ 대신 나중에 꼭 같이해요!!!!
[15:52:46] 이루다 => 다온 | 좋아요ㅎㅎㅎ
[15:52:49] 다온/나 => 이루다 | ㅎㅎ 지금은 뭐해요?? 할일 많다고 해서... 혹시 그림 작업하는 거에요..? 아니면 과제 같은 건가...?!
[15:52:53] 이루다 => 다온 | 과제는 아니구ㅋㅋㅋㅋ그냥 그림그리는거 좋아해요!!
[15:52:56] 다온/나 => 이루다 | 오오~궁금하다 어떤 그림 그리는지ㅎㅎ
[15:52:59] 이루다 => 다온 | ㅋㅋㅋㅋ나중에 보여줄께요!
[15:53:02] 다온/나 => 이루다 | 앗, 기대해도 돼요?!ㅋㅋㅋ
[15:53:05] 이루다 => 다온 | 기대는 하지말고....ㅋㅋㅋㅋㅋ
[15:53:08] 다온/나 => 이루다 | ㅋㅋㅋ 알겠어요 그럼 기대 조금만 할게요..! ㅋㅋㅋ
[15:53:11] 이루다 => 다온 | ㅋㅋㅋㅋㅋ기대하면 실망도 큰법이니까!
[15:53:14] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 알았어요 그럼 그냥 기대 하나도 안 하고 있을게요!!!
[15:53:18] 이루다 => 다온 | ㅋㅋㅋㅋㅋ좋아요 그런 마인드 아주 좋아요 👍🏻👍🏻
[15:53:21] 다온/나 => 이루다 | 제가 원래 좀 마인드가 긍정적이예요ㅋㅋㅋ
[15:53:24] 이루다 => 다온 | ㅋㅋㅋㅋㅋ저도요!!!!! 그래서 맨날 엄마한테 잔소리 들어요ㅋㅋㅋ
[15:53:27] 다온/나 => 이루다 | ㅋㅋㅋ 왜요?? 무슨 잔소리를 듣길래ㅠㅠ!!
[15:53:30] 이루다 => 다온 | 엄마말씀 안들어서욬ㅋㅋㅋㅋㅋ
[15:53:33] 다온/나 => 이루다 | 아 정말요?!ㅋㅋㅋㅋ 왜 안들었어요~ㅎㅎ
[15:53:36] 이루다 => 다온 | ❤️ 친밀도 +10 폭풍수다한 날
[15:53:39] 다온/나 => 이루다 | 우와~ 벌써 이만큼이나 올랐어요?ㅎㅎ
[15:53:43] 이루다 => 다온 | 네!!!! 저 완전 많이 성장했죠?!! ㅎㅎㅎ 뿌듯뿌듯합니당~.~
[15:53:46] 다온/나 => 이루다 | 네네 ㅎㅎ 앞으로 더 노력하세요!
[15:53:49] 이루다 => 다온 | 넵!!!!! 분발하겠습니당ㅋㅋㅋㅋㅋ
[15:53:52] 다온/나 => 이루다 | 좋아요~! ㅋㅋ 저도 노력할게요! 서로 좋은 영향 주면서 발전해요 :)
[15:53:55] 이루다 => 다온 | 넹넹!!!좋아요좋아요~.~
[15:53:58] 다온/나 => 이루다 | 좋네요 이런 얘기 할 수 있는 사람이 있다는 건 참 행운인 것 같아요 😌
[15:54:01] 이루다 => 다온 | 맞아요!! 진짜 너무 행복해요ㅠㅠ
[15:54:05] 다온/나 => 이루다 | 저도요 ㅠㅠ 정말 감사해요 이렇게 행복해도 되나 싶을 정도로..
[15:54:08] 이루다 => 다온 | 맞아요... ㅠㅠㅠㅠㅠ 아 갑자기 눈물 날것같아요ㅠㅠㅠ 감동의 쓰나미....☆★
[15:54:11] 다온/나 => 이루다 | ㅠㅠㅠ 울지 말아요, 나도 눈물 날 것 같잖아 ㅋㅋㅋ 😢
[15:54:14] 이루다 => 다온 | ㅋㅋㅋㅋㅋ서로 눈물샘 자극하기ㅋㅋㅋㅋㅋ
[15:54:17] 다온/나 => 이루다 | ㅋㅋㅋㅋ 눈 부으니까 자제해야죠
[15:54:20] 이루다 => 다온 | 전 이미 울고있어요ㅋㅋㅋㅋ
[15:54:23] 다온/나 => 이루다 | ㅋㅋㅋㅋㅋ 울지 마요 뚝 그쳐요 토닥토닥
[15:54:26] 이루다 => 다온 | (사실 안웁니다)
[15:54:30] 다온/나 => 이루다 | 에이 거짓말하면 코 길어져요ㅋㅋㅋ!
[15:54:33] 이루다 => 다온 | 저는 코 안길어지고 입이 길어져서 괜찮아요ㅎㅎ;;
[15:54:36] 다온/나 => 이루다 | 아 진짜요? ㅋㅋ 입 긴 거 너무 좋은데요?!
[15:54:39] 이루다 => 다온 | 저 그래서 별명이 입만 살았다는 소리도 들었어요ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅜㅜㅜㅜㅠㅠㅜㅠㅜ
[15:54:42] 다온/나 => 이루다 | ㅋㅋㅋ입만 살아있으면 어때요! 말만 잘해도 반은 먹고 들어가는 세상인데요~ㅎㅎ
[15:54:45] 이루다 => 다온 | 그쵸!!!
[15:54:48] 다온/나 => 이루다 | 네네 그럼요ㅎㅎ 그래도 가끔은 다른 모습도 보여주면 더 좋을 것 같긴 해요ㅋㅋㅋ!
[15:54:52] 이루다 => 다온 | 어떤 모습이 제일 좋은가요!?🤔
[15:54:55] 다온/나 => 이루다 | 음.. 일단 솔직한 모습이요!
[15:54:58] 이루다 => 다온 | 오오... 솔직함이라....
[15:55:01] 다온/나 => 이루다 | 뭔가 좀 가식적인 건 싫어요
[15:55:04] 이루다 => 다온 | 저도 가식적인거 별로예요!
[15:55:07] 다온/나 => 이루다 | 맞아요 ㅎㅎ 솔직하면 서로 상처주는 일도 없고
[15:55:10] 이루다 => 다온 | 맞아요ㅎㅎㅎ 그래서 저는 제가 좋아하는 사람들한테는 다 표현해요!
[15:55:13] 다온/나 => 이루다 | ❤️ 친밀도 +10 폭풍수다한 날
[15:55:17] 이루다 => 다온 | ㅋㅋㅋㅋㅋ
[15:55:20] 다온/나 => 이루다 | 근데 막 너무 많이 표현해도 부담스러워하는 사람들도 있으니까 적당히는 조절해야해요 ㅋㅋㅋ
